,Word,Rank_by_remaining words,Unique_letters,Score_by_frequency,Score_by_position,Calculated_Score
66,drone,43.278195488721806,5,148.23076923076923,49.808628762541815,852.989741419028
67,slide,44.780701754385966,5,141.73076923076923,53.796321070234114,851.3258689970107
68,scone,43.0,5,142.6153846153846,51.27785953177258,850.3501929508619
69,shalt,39.13178294573643,5,134.03846153846155,49.466153846153844,847.1843934325153
70,close,44.01652892561984,5,148.15384615384613,50.31016722408027,846.687023809397
71,cried,38.63768115942029,5,141.26923076923077,46.270434782608696,845.8826374862947
72,glare,45.838235294117645,5,159.26923076923077,48.653244147157196,845.251210046007
73,tried,39.72108843537415,5,150.96153846153848,44.310434782608695,842.0176369997384
74,phase,40.12403100775194,5,139.88461538461536,48.3009364548495,841.959014212456
75,smite,41.739837398373986,5,139.15384615384613,50.32709030100334,838.9117708193751
76,swore,43.20634920634921,5,144.23076923076923,50.231705685618735,838.4135299431574
77,truce,41.10791366906475,5,146.34615384615387,47.090167224080275,838.2163240751441
78,snake,42.541666666666664,5,141.0,50.428628762541805,835.7026431559328
79,singe,39.196850393700785,5,133.03846153846155,49.23016722408027,835.463263372991
80,grate,48.734375,5,159.65384615384613,50.67170568561873,830.0027140888482
81,teary,48.56923076923077,5,164.03846153846152,48.981471571906354,827.1538495968506
82,shame,44.414414414414416,5,137.9230769230769,53.140936454849495,825.1106721839218
83,surge,41.73170731707317,5,137.65384615384616,49.537859531772575,817.0138886203274
84,shake,43.11009174311926,5,133.84615384615384,52.6209364548495,816.874851279876
85,state,43.68125,4,166.88461538461542,53.40401337792642,816.1220874008969
86,flier,40.1044776119403,5,144.30769230769232,45.33892976588629,815.7139446528557
87,plier,41.888888888888886,5,149.57692307692307,45.578929765886286,813.7666398366588
88,cause,46.47826086956522,5,147.11538461538458,51.233244147157194,810.8305126729065
89,three,41.76646706586826,4,172.4230769230769,48.922474916387955,807.8599171409522
90,grace,47.583333333333336,5,149.96153846153845,51.19170568561873,806.6676295361474
91,blade,40.98461538461538,5,138.65384615384613,47.653244147157196,806.071439332309
92,alone,49.3875968992248,5,163.84615384615384,48.47016722408027,804.0126443234691
93,soapy,42.1764705882353,5,122.84615384615384,55.00454849498328,801.0505777761513
94,arose,55.05691056910569,5,174.38461538461536,50.568628762541806,800.8432353114589
95,score,48.49586776859504,5,155.0769230769231,50.077859531772575,800.6785658029519
96,farce,43.95348837209303,5,146.84615384615387,47.91632107023412,800.4287846341692
97,boule,40.61538461538461,5,132.84615384615384,48.91170568561873,799.9101867335563
98,snipe,41.18032786885246,5,135.19230769230768,48.65170568561873,798.6017481153494
99,those,42.02272727272727,5,145.15384615384613,46.15785953177257,797.1865792744546
100,peace,42.51315789473684,4,164.96153846153845,51.310167224080274,796.3844177335
101,salve,46.1578947368421,5,144.34615384615387,50.91478260869566,796.1100788260377
102,cater,47.83216783216783,5,166.03846153846155,45.81892976588629,795.2498237546207
103,boney,40.84403669724771,5,125.69230769230768,51.543010033444816,793.0851600850715
104,snide,42.67226890756302,5,136.19230769230768,49.41170568561873,788.5090711856701
105,curse,42.627906976744185,5,144.03846153846155,46.61785953177258,787.6019776007174
106,spiel,41.79365079365079,5,140.73076923076923,46.71953177257525,786.5878571984814
107,brute,42.007751937984494,5,138.80769230769232,47.530167224080266,785.2780169137803
108,grade,44.8359375,5,146.73076923076923,47.871705685618736,783.3283512405451
109,horse,43.69402985074627,5,151.69230769230768,45.03478260869565,781.7349559733697
110,react,45.078947368421055,5,166.03846153846155,42.395384615384614,780.7707199038332
111,worse,42.11363636363637,5,144.23076923076923,45.59478260869565,780.7649892518142
112,slain,41.08461538461538,5,138.96153846153848,46.15063545150502,780.4823342365083
113,purse,39.776978417266186,5,139.80769230769232,44.37785953177257,779.8940967319543
114,tripe,45.09848484848485,5,149.96153846153845,46.89478260869565,779.6729501496391
115,mealy,43.23770491803279,5,141.23076923076923,47.70147157190635,779.0556340017824
116,short,39.707692307692305,5,132.30769230769232,46.643076923076926,777.0834202604835
117,cease,49.372262773722625,4,176.5769230769231,54.310167224080274,776.9481633177479
118,brake,44.40677966101695,5,138.53846153846155,49.631705685618726,774.1948641292073
119,stake,47.56140350877193,5,146.92307692307693,50.04401337792642,772.960834272742
120,scree,48.15827338129496,4,173.5,53.60247491638796,772.4553847153094
121,coast,43.385245901639344,5,138.76923076923077,48.29846153846154,772.4216165819096
122,pause,45.31623931623932,5,142.88461538461536,48.99324414715719,772.3920775463035
123,sheet,42.99346405228758,4,163.5769230769231,50.706153846153846,771.6853535813301
124,loose,40.31506849315068,4,158.80769230769232,48.91016722408027,770.6608052578794
125,baler,46.03623188405797,5,158.1153846153846,44.85739130434783,770.3327779728535
126,chose,42.31623931623932,5,135.46153846153845,48.117859531772574,770.1675981812397
127,pried,39.17293233082707,5,137.03846153846155,44.030434782608694,770.1571830927146
128,trait,36.38202247191011,4,154.1153846153846,45.35692307692308,768.5333766551785
129,money,40.42982456140351,5,127.03846153846155,48.903010033444815,768.3143850665662
130,chore,44.544,5,144.30769230769232,47.357859531772576,767.1182899674424
131,matey,45.067796610169495,5,141.6153846153846,48.7876254180602,766.5205376926375
132,blame,42.146341463414636,5,135.69230769230768,47.61324414715719,766.466406183003
133,beast,44.8515625,5,149.65384615384616,45.87538461538462,765.3498973953573
134,spade,45.75,5,140.03846153846155,49.98862876254181,765.0634608003982
135,shirt,40.08,5,129.1153846153846,47.48923076923077,764.9189490840803
136,trite,43.25609756097561,4,163.88461538461542,50.45478260869565,764.6332525012895
137,drier,38.654761904761905,4,157.5,46.87739130434783,764.0134117111448
138,lance,45.201492537313435,5,153.19230769230768,45.07324414715718,763.7883063686332
139,paler,46.19580419580419,5,161.4230769230769,43.61739130434783,762.0663428503732
140,dealt,44.02857142857143,5,155.8846153846154,43.035384615384615,761.8410228891559
141,crave,47.54782608695652,5,143.8846153846154,50.27170568561873,760.6367769659298
142,prune,42.98360655737705,5,136.19230769230768,48.01016722408027,760.5940951247258
143,tease,51.35333333333333,4,186.26923076923077,52.350167224080266,759.5398192499049
144,drape,46.0390625,5,148.88461538461536,46.951705685618734,759.1799510095371
145,puree,42.8013698630137,4,161.5,50.25785953177258,758.5406112335835
146,crier,42.688741721854306,4,160.73076923076923,50.35739130434783,758.4184414279888
147,crime,45.205128205128204,5,138.30769230769232,49.57478260869565,758.3845076327408
148,suave,47.83673469387755,5,134.65384615384613,53.87632107023411,758.272266611774
149,surer,42.322784810126585,4,160.26923076923077,50.000468227424754,757.3732793682639
150,bride,42.93388429752066,5,133.73076923076923,48.61478260869565,757.1283591760794
151,skate,49.321100917431195,5,146.9230769230769,50.82709030100335,757.04641209978
152,sadly,41.728971962616825,5,122.5,51.52301003344482,756.2573953117335
153,smote,46.610619469026545,5,142.34615384615387,49.4809364548495,755.5596850342472
154,pride,43.056,5,137.03846153846155,47.374782608695654,753.921326228019
155,cable,43.99193548387097,5,141.88461538461536,46.719397993311034,753.4067031117613
156,super,42.7265625,5,139.80769230769232,45.962006688963214,751.9727440061046
157,roast,46.007407407407406,5,155.0,44.57846153846154,750.9292446404022
158,paste,45.277372262773724,5,152.96153846153845,44.444013377926424,750.7309194356897
159,rainy,44.8448275862069,5,136.5,49.22916387959866,749.2258562760142
160,caste,48.99212598425197,5,157.19230769230768,46.68401337792642,748.9333895791399
161,sober,48.80530973451327,5,147.53846153846155,49.500468227424754,748.1996290398688
162,crony,41.10909090909091,5,120.38461538461539,50.6799331103679,742.0602256446972
163,trope,47.52755905511811,5,153.15384615384613,46.04862876254181,741.9405441077912
164,lapse,43.964285714285715,5,152.57692307692307,42.717859531772575,741.2561653051257
165,sonar,46.736,5,149.0769230769231,46.454314381270905,740.892058756411
166,saucy,42.75257731958763,5,116.03846153846152,54.58454849498328,740.7631806360649
167,false,46.458333333333336,5,147.30769230769232,46.71478260869565,740.6041423579345
168,sower,47.04347826086956,5,144.23076923076923,48.30816053511706,740.5408158243009
169,cadet,45.83064516129032,5,146.57692307692307,46.216923076923074,739.0616425818931
170,write,46.37190082644628,5,143.34615384615387,47.81478260869565,739.0321575989353
171,rinse,44.86524822695036,5,155.65384615384613,42.59016722408027,738.8038179605308
172,sally,38.72857142857143,4,135.03846153846155,52.94608695652174,738.4479068923956
173,carve,45.0,5,143.8846153846154,46.156321070234114,737.9093894177173
174,fried,39.15748031496063,5,131.76923076923077,43.7904347826087,736.7981621828106
175,table,46.12213740458015,5,151.5769230769231,44.75939799331104,735.4919143369708
176,shave,46.78,5,131.65384615384613,52.2609364548495,735.394750735644
177,paint,39.943548387096776,5,127.73076923076923,45.88307692307692,733.620440185077
178,rouse,49.21666666666667,5,154.69230769230768,46.55170568561873,731.5805058775634
179,noise,48.94827586206897,5,150.07692307692307,47.716321070234116,731.4985584937209
180,least,48.65467625899281,5,166.5,42.47538461538461,726.7699717922178
181,solve,46.6764705882353,5,135.69230769230768,49.95324414715719,726.09077867527
182,stage,52.84905660377358,5,150.80769230769232,50.88401337792642,726.0016664451587
183,wrote,47.50819672131148,5,146.53846153846155,46.968628762541805,724.3708532875683
184,alien,46.630434782608695,5,160.65384615384616,41.973712374581936,723.051196259362
185,boast,42.939655172413794,5,131.23076923076923,47.29846153846154,722.7600531724695
186,point,37.01587301587302,5,119.07692307692307,44.92153846153846,722.5438905071704
187,scant,42.233333333333334,5,131.8846153846154,46.26615384615385,722.3907543794921
188,dairy,43.280701754385966,5,129.5,48.269163879598665,722.1297794431648
189,plait,39.25373134328358,5,133.26923076923077,42.53846153846154,722.1056258015163
190,sooty,39.89565217391304,4,128.1153846153846,56.14147157190635,721.1398567397327
191,elate,48.45348837209303,4,188.19230769230768,46.41324414715719,721.0721718497147
192,smart,43.112,5,138.15384615384616,44.989230769230765,720.8474747485837
193,grant,41.89763779527559,5,134.34615384615384,44.956923076923076,720.7792636967067
194,lease,51.51006711409396,4,185.88461538461536,49.91016722408027,720.4441972618994
195,forte,47.7,5,147.88461538461542,46.434782608695656,719.8102690309419
196,taint,36.34567901234568,4,141.65384615384616,46.16307692307692,719.6649036853615
197,corny,40.219298245614034,5,120.38461538461539,48.02608695652174,718.7596824018993
198,heart,46.37931034482759,5,162.65384615384616,40.95538461538462,718.1597547348275
199,irate,57.34959349593496,5,173.5,47.43170568561873,717.4768324241186
200,daily,41.575221238938056,5,122.57692307692307,48.669163879598656,717.4605665718531
201,guile,42.824561403508774,5,130.80769230769232,46.89939799331104,716.2714364218084
202,frame,47.80530973451327,5,140.65384615384613,48.67170568561873,716.0148780092404
203,route,49.688,5,157.0,45.27170568561873,715.228807020019
204,fairy,42.55140186915888,5,123.23076923076923,49.269163879598665,713.4285473024992
205,honey,43.14414414414414,5,129.84615384615384,47.38301003344482,713.0169959961521
206,large,47.98529411764706,5,159.26923076923077,42.95632107023411,712.8871813058466
207,slept,42.34615384615385,5,142.96153846153845,42.178461538461534,711.9770278767553
208,beret,43.698113207547166,4,168.26923076923077,46.21692307692308,711.8738566800545
209,satin,41.71641791044776,5,139.34615384615387,42.57371237458194,711.0489552441445
210,surly,43.33009708737864,5,122.26923076923077,50.36916387959866,710.660641912311
211,feast,46.15447154471545,5,147.69230769230768,44.395384615384614,710.3165289609375
212,tribe,47.357723577235774,5,146.65384615384616,45.85478260869566,709.9982564772417
213,force,45.728070175438596,5,138.19230769230768,46.95478260869565,709.497442270321
214,solar,49.516666666666666,5,154.61538461538464,45.415852842809365,709.0531358054541
215,urine,49.58119658119658,5,147.88461538461536,47.53478260869565,708.904133844989
216,sandy,41.48076923076923,5,116.96153846153845,50.26454849498327,708.6439127178679
217,sheer,46.993288590604024,4,170.11538461538464,48.923545150501674,708.4116008590881
218,cruel,45.39837398373984,5,145.96153846153845,44.037993311036786,707.938709075804
219,party,41.58870967741935,5,130.73076923076923,45.0276254180602,707.703623555076
220,baste,48.30578512396694,5,149.65384615384613,45.68401337792642,707.6573015225016
221,moose,40.246153846153845,4,143.30769230769232,49.67016722408027,707.4581157374736
222,louse,47.921052631578945,5,147.76923076923077,45.87170568561873,707.249349815992
223,snort,43.83064516129032,5,139.46153846153845,44.45076923076923,707.1733304300964
224,tract,37.426829268292686,4,146.65384615384616,45.11692307692308,707.1472978303748
225,leant,49.43939393939394,5,162.8846153846154,42.91538461538462,706.9520234945517
226,dried,33.42261904761905,4,138.03846153846155,42.7904347826087,706.9135758077534
227,chart,40.088235294117645,5,133.57692307692307,42.34615384615385,705.5023616543737
228,barge,46.79831932773109,5,142.42307692307693,46.35632107023412,705.3896354077572
229,guise,43.19090909090909,5,128.88461538461536,47.25939799331104,705.1263173062506
230,spilt,38.467213114754095,5,121.34615384615387,44.69692307692308,704.9899466283035
231,sorry,42.74045801526717,4,140.23076923076923,53.546086956521734,702.7354700343647
232,copse,44.271929824561404,5,134.6153846153846,46.156321070234114,701.7257817676689
233,terse,48.90853658536585,4,183.19230769230768,46.81170568561873,701.3535869423289
234,spike,41.41121495327103,5,121.15384615384616,47.851705685618725,699.9816589994355
235,dance,46.35897435897436,5,140.65384615384613,45.993244147157185,697.721075136147
236,story,46.851851851851855,5,133.6923076923077,48.89224080267559,697.5729072381741
237,shied,44.64150943396226,5,129.03846153846155,48.25966555183947,697.4845918216671
238,faint,40.144067796610166,5,122.46153846153845,45.64307692307692,696.1827396811952
239,filet,40.80916030534351,5,137.76923076923077,41.23692307692308,696.066658697428
240,siege,46.13076923076923,4,158.34615384615384,50.69170568561873,696.0071779479482
241,corer,44.177215189873415,4,163.92307692307696,46.85739130434783,695.4723357897866
242,panel,45.21969696969697,5,148.96153846153845,42.22107023411371,695.4177050081624
243,piney,42.873873873873876,5,125.80769230769229,47.341471571906354,694.5863238802322
244,pearl,46.08391608391609,5,161.42307692307693,39.65799331103679,694.571539146675
245,prime,45.73684210526316,5,134.0769230769231,47.33478260869565,693.8063183376887
246,scope,44.651785714285715,5,134.6153846153846,45.997859531772576,693.367516360376
247,stony,43.83495145631068,5,121.23076923076923,50.09224080267559,692.6802338373561
248,gaily,42.101851851851855,5,119.4230769230769,48.82916387959865,692.5264255123669
249,cleat,45.9290780141844,5,159.1153846153846,39.97846153846154,692.5011952187594
250,grape,49.582608695652176,5,145.73076923076923,47.11170568561873,692.3420620606494
251,snail,43.07874015748032,5,138.96153846153845,42.896454849498326,691.8676519602362
252,sneer,47.92307692307692,4,177.26923076923077,46.73123745819398,691.4422903525395
253,haute,47.36974789915966,5,146.03846153846155,44.79324414715719,690.4761744239281
254,meaty,48.0,5,141.6153846153846,46.78147157190635,690.1016759926249
255,glade,45.9327731092437,5,139.80769230769232,45.33324414715719,689.9143922751501
256,bluer,43.073170731707314,5,138.4230769230769,42.93431438127091,689.8841902371672
257,stair,49.459016393442624,5,151.80769230769232,44.946622073578595,689.7875727792062
258,safer,55.083333333333336,5,154.23076923076923,49.23123745819398,689.2258659630787
259,caper,48.31782945736434,5,152.1153846153846,43.78046822742475,689.1537593729088
260,carry,39.25165562913907,4,141.5,47.7876254180602,689.0867545098588
261,spelt,42.853846153846156,5,142.96153846153848,41.27384615384615,688.4530881073692
262,crest,48.02325581395349,5,154.1153846153846,42.83692307692307,687.3574858518274
263,later,52.90845070422535,5,175.34615384615387,41.41892976588629,686.3412114893143
264,train,43.205673758865245,5,148.1923076923077,40.00909698996656,686.1414133614736
265,bloat,40.348837209302324,5,133.15384615384616,41.55538461538461,685.6776641713419
266,range,47.89393939393939,5,153.73076923076923,42.71324414715719,685.5084340707883
267,crude,44.56410256410256,5,133.4230769230769,45.73016722408026,684.57113104287
268,trail,46.223880597014926,5,153.73076923076923,41.13953177257525,684.1065466061375
269,gooey,41.690265486725664,4,133.73076923076923,53.261471571906355,683.3919122862557
270,stray,48.19827586206897,5,142.34615384615384,46.21685618729097,682.4716863263421
271,goose,41.959349593495936,4,143.11538461538458,49.99016722408027,682.0279226035123
272,scary,48.53921568627451,5,132.65384615384616,49.89224080267559,681.757785136634
273,flake,43.375,5,129.65384615384616,45.61324414715719,681.7213301709904
274,cagey,49.06122448979592,5,131.73076923076923,50.73531772575251,681.1287835438063
275,giant,39.207692307692305,5,125.57692307692307,42.456923076923076,679.9188436636936
276,relay,48.35971223021583,5,163.65384615384616,40.161471571906354,679.5511167076578
277,flame,45.401785714285715,5,133.73076923076923,46.133244147157185,679.4263848711345
278,scaly,46.54,5,125.73076923076923,50.29224080267558,679.3384317210442
279,shiny,41.34736842105263,5,104.96153846153845,53.51531772575251,679.2512189110709
280,deity,44.32743362831859,5,132.73076923076923,45.364548494983275,679.1811441232381
281,stave,52.950980392156865,5,144.73076923076923,49.68401337792642,679.005886331448
282,grave,47.584070796460175,5,137.5,46.951705685618734,678.363517844803
283,drake,49.75675675675676,5,142.84615384615384,47.15170568561873,676.8366995264231
284,beady,43.879629629629626,5,127.34615384615384,46.621471571906355,676.517229229424
285,shout,37.528,5,115.69230769230771,43.84307692307693,675.802966526611
286,plant,41.721311475409834,5,129.57692307692307,43.49846153846154,675.4817388777159
287,palsy,39.917355371900825,5,121.5,44.34608695652174,674.9006184174993
288,plied,40.03174603174603,5,130.1153846153846,41.491973244147154,674.3078421850668
289,poesy,45.14678899082569,5,132.6153846153846,45.88454849498328,673.9124955046095
290,sport,42.39344262295082,5,131.46153846153845,43.45076923076923,673.7014756288984
291,maple,44.54032258064516,5,139.0,43.117859531772574,672.8041163223176
292,spray,43.530434782608694,5,128.42307692307693,45.60147157190636,672.6651503403018
293,meant,47.875,5,147.3846153846154,43.675384615384615,672.2798708421524
294,tamer,49.91729323308271,5,159.84615384615384,41.93585284280937,671.4391297101391
295,early,52.59055118110236,5,163.65384615384613,43.1476254180602,671.3444424412469
296,piece,40.85906040268456,4,153.11538461538458,44.77170568561873,671.1105804567061
297,diner,42.690140845070424,5,145.03846153846155,39.492775919732445,670.877554851476
298,pulse,42.11290322580645,5,132.88461538461536,42.41632107023411,669.2101564722363
299,phone,44.1651376146789,5,127.61538461538461,46.31785953177258,669.1784264636769
300,gripe,45.56521739130435,5,133.88461538461536,45.53478260869565,668.9759431884906
301,cairn,43.06976744186046,5,138.5,41.5752508361204,668.4703195316281
302,cutie,45.422413793103445,5,137.57692307692307,44.09785953177258,667.8253445858015
303,cider,42.85925925925926,5,141.26923076923077,40.51123745819398,667.6493542048704
304,beard,42.805755395683455,5,145.57692307692307,39.24581939799331,667.3501704129039
305,fleet,41.76923076923077,4,159.3846153846154,43.69846153846154,666.9849893752656
306,lager,47.471830985915496,5,159.26923076923077,39.726622073578596,666.4192645735577
307,chant,39.584,5,121.11538461538461,43.54615384615385,666.192043704228
308,pleat,43.90344827586207,5,154.8846153846154,37.738461538461536,665.677450193056
309,whose,40.76521739130435,5,124.61538461538461,43.51785953177257,665.1497465516893
310,spied,43.531531531531535,5,128.1923076923077,45.067357859531775,663.5751606193468
311,grime,45.99107142857143,5,131.9230769230769,46.25478260869565,663.3975959468854
312,rouge,45.43801652892562,5,140.92307692307693,42.75170568561873,662.9582857222539
313,sense,41.59872611464968,3,168.4230769230769,54.568628762541806,662.8051302097766
314,whale,46.5045045045045,5,135.19230769230768,45.5809364548495,662.5371081537551
315,south,37.900826446280995,5,115.6923076923077,43.32040133779264,661.1778252421127
316,shady,42.020833333333336,5,109.80769230769229,50.57224080267558,660.7699820371706
317,poser,47.41538461538462,5,150.84615384615384,41.42508361204013,658.9437780922348
318,these,43.29936305732484,4,163.57692307692307,43.58093645484949,658.5626195616031
319,latte,44.60233918128655,4,168.80769230769232,43.47632107023411,658.1840831320114
320,carat,41.34730538922156,4,156.26923076923077,43.401538461538465,656.1322403712257
321,spoke,44.554455445544555,5,124.34615384615384,47.005551839464886,655.9343529399995
322,skier,51.0,5,141.6153846153846,47.19277591973244,655.2179522490756
323,white,40.705882352941174,5,123.73076923076923,43.08401337792642,654.7970230172905
324,court,41.12903225806452,5,127.92307692307693,42.07692307692307,654.3564450632323
325,haste,48.83206106870229,5,153.80769230769232,41.52401337792642,653.9466626267402
326,house,46.592592592592595,5,135.07692307692307,45.11170568561873,653.918365527258
327,shoot,35.5503355704698,4,126.73076923076923,45.84307692307693,653.6904149161131
328,daisy,45.25,5,120.65384615384613,49.029163879598656,653.6527288155587
329,reuse,47.86274509803921,4,173.11538461538458,45.12862876254181,652.9052948709692
330,hater,50.666666666666664,5,162.6538461538462,40.65892976588629,652.6313789724185
331,diary,45.585585585585584,5,129.5,45.92301003344481,652.2927941954076
332,blast,44.10434782608696,5,129.8846153846154,44.29846153846154,652.2813421639631
333,goner,47.40983606557377,5,145.0769230769231,42.6143143812709,652.0117050095347
334,spent,44.35,5,137.42307692307693,42.073846153846155,651.8508902423569
335,clear,48.53900709219858,5,165.65384615384613,38.195852842809366,651.7737289639203
336,shear,52.642276422764226,5,160.34615384615387,42.72354515050168,650.6705835191657
337,parer,47.25308641975309,4,168.34615384615387,45.57892976588629,649.5268862948511
338,stain,44.390625,5,139.34615384615387,41.381404682274244,649.499706663979
339,flute,43.56140350877193,5,129.9230769230769,43.51170568561873,648.8742590339805
340,facet,46.598290598290596,5,140.3076923076923,43.00615384615384,647.45875049382
341,weary,51.41121495327103,5,143.5,46.341471571906354,646.7461600171206
342,float,40.65079365079365,5,131.1923076923077,40.07538461538462,646.6764504666031
343,brave,51.95049504950495,5,136.34615384615387,49.27170568561873,646.5778196407969
344,print,42.869565217391305,5,124.65384615384616,44.46,646.392139959432
345,taper,52.34615384615385,5,161.80769230769232,41.82046822742475,646.358228628861
346,frail,42.304,5,134.53846153846155,40.61953177257525,645.9069252428768
347,prude,43.53389830508475,5,129.19230769230768,43.49016722408027,645.3126511010205
348,voice,46.25,5,126.46153846153847,47.196321070234106,645.2453375423274
349,noose,44.54477611940298,4,153.26923076923077,46.87016722408027,645.081655115188
350,grope,47.50892857142857,5,137.0769230769231,44.68862876254181,644.6977348779976
351,briny,43.03092783505155,5,109.65384615384616,50.52608695652174,643.7671745220052
352,erase,60.20422535211268,4,192.80769230769232,50.23170568561873,643.4803668532523
353,slimy,42.83870967741935,5,107.69230769230768,51.1476254180602,642.9005280189449
354,sleep,44.788079470198674,4,162.34615384615384,44.33324414715719,642.7899351748251
355,sweet,45.58695652173913,4,156.1153846153846,46.86,641.9000066028392
356,flirt,39.424,5,124.92307692307693,40.48153846153846,641.3705285099516
357,mouse,48.08910891089109,5,132.26923076923077,46.631705685618726,641.303195274747
358,rupee,45.111111111111114,4,161.5,44.739397993311044,640.6769949091389
359,start,44.714285714285715,4,154.03846153846155,46.489230769230765,640.612231317466
360,truer,45.21568627450981,4,162.5769230769231,44.51277591973245,640.198191637078
361,alike,50.660714285714285,5,146.6153846153846,44.23632107023411,640.1138751325219
362,count,39.067796610169495,5,115.46153846153845,43.276923076923076,639.5062624343785
